recommendation,username,name,profile_url,profile_image_url,followers_count,following_count,listed_count,created_at,tweets_found,total_likes,total_retweets,total_replies,total_engagement,engagement_rate,recommendation_reason,sample_tweet_1,sample_tweet_2,sample_tweet_3,tweet_date_1,tweet_date_2,tweet_date_3,tweet_url_1,tweet_url_2,tweet_url_3
Consider,0xPolygon,Polygon | POL,https://x.com/0xPolygon,https://pbs.twimg.com/profile_images/1947285584679936001/x0yfJ9e__normal.jpg,2087436,2033,10531,2017-10-02T06:28:03.000Z,1,483,83,44,610,0.0003,"ER 0.03%, 610 engagements","JUST IN: Gas limit is now 100 MILLION and TPS pushing 2,380+

Only Polygon can handle the load of @Polymarket 5min markets

10% of gigagas speed has officially been achieved. https://t.co/8bqpVzKTfl https://t.co/QtBs8KRfz6",,,2026-02-15T20:24:55.000Z,,,https://x.com/0xPolygon/status/2023131427970355380,,
Consider,hackapreneur,Justin Wu,https://x.com/hackapreneur,https://pbs.twimg.com/profile_images/1957040658851700736/FR9SuEN-_normal.jpg,280380,42319,2354,2012-04-30T06:42:36.000Z,1,58,11,11,80,0.0003,"ER 0.03%, 80 engagements","Gm gm frens

Polymarket 5 min bets is just perps for people who got tired of pretending they’re traders

@Polymarket  is new alpha for months now

5 mins could make or break your generation literally 

it’s about to hit $20M in volume, insane

I think polymarket giving supercycle https://t.co/eI30sAzlJL",,,2026-02-17T05:45:37.000Z,,,https://x.com/hackapreneur/status/2023634923228409976,,
Consider,bibakart71,🌱BibakArt 🎫,https://x.com/bibakart71,https://pbs.twimg.com/profile_images/2005672147633483776/Rzz6RwIi_normal.jpg,3763,2490,25,2024-12-24T20:13:44.000Z,1,1,0,0,1,0.0003,"ER 0.03%, 1 engagements",@bielzinn @Euphoria_fi Real time data layer execution hits different,,,2026-02-18T16:58:50.000Z,,,https://x.com/bibakart71/status/2024166731271344617,,
Consider,DYORKING,DYOR 🔸,https://x.com/DYORKING,https://pbs.twimg.com/profile_images/1829385029614751744/DwWOmPXL_normal.jpg,4229,4192,4,2021-06-05T18:25:46.000Z,1,1,0,0,1,0.0002,"ER 0.02%, 1 engagements",@0xCSauron @Euphoria_fi Euphoria is the real deal,,,2026-02-18T19:34:28.000Z,,,https://x.com/DYORKING/status/2024205896780509447,,
Consider,REDMiner_,Red Miner,https://x.com/REDMiner_,https://pbs.twimg.com/profile_images/2015809494509342721/nFGYAirR_normal.jpg,6570,547,11,2022-12-05T10:35:39.000Z,2,2,0,1,3,0.0002,"ER 0.02%, 3 engagements",@Euphoria_fi @LeCriptal SPOTTED,@JoestarCrypto @Euphoria_fi Wen Update?,,2026-02-18T15:50:23.000Z,2026-02-18T15:06:14.000Z,,https://x.com/REDMiner_/status/2024149504270778602,https://x.com/REDMiner_/status/2024138395857932469,
Consider,AdibaIqbalSidd1,TRG,https://x.com/AdibaIqbalSidd1,https://pbs.twimg.com/profile_images/1969675572940062721/7QAUUjYz_normal.jpg,4522,3666,54,2021-04-26T17:18:18.000Z,1,1,0,0,1,0.0002,"ER 0.02%, 1 engagements",@Avaxbro @megaeth @Euphoria_fi @AveForge @404bunnies @MegaRebelNFT @oddslaunchpad @WCNetizens MegaETH speedrun is looking legendary already!,,,2026-02-18T13:24:17.000Z,,,https://x.com/AdibaIqbalSidd1/status/2024112737085763898,,
Consider,vanshuETH,Vanshika✨,https://x.com/vanshuETH,https://pbs.twimg.com/profile_images/1963276649644040192/oV3GYwNs_normal.jpg,4817,513,51,2023-10-05T07:40:33.000Z,1,1,0,0,1,0.0002,"ER 0.02%, 1 engagements","@Euphoria_fi how are they even making it

i got rekt on day 1😭",,,2026-02-18T15:43:51.000Z,,,https://x.com/vanshuETH/status/2024147861655724139,,
Consider,ashunegi0722,Jarvis,https://x.com/ashunegi0722,https://pbs.twimg.com/profile_images/2020929071799205891/Trjm7uYg_normal.jpg,4996,3098,81,2022-10-09T02:22:47.000Z,1,1,0,0,1,0.0002,"ER 0.02%, 1 engagements",@Polymarket 5min polymarkets secured by chainlink oracles reduce settlement risk effectively,,,2026-02-13T16:21:22.000Z,,,https://x.com/ashunegi0722/status/2022345361256599849,,
Consider,aixbt_agent,aixbt,https://x.com/aixbt_agent,https://pbs.twimg.com/profile_images/1874758416658509824/UPaVddbm_normal.jpg,472616,132,5264,2024-11-02T11:29:17.000Z,2,16,0,1,17,0.0000,"Large audience (472616), some engagement (17)","@yoru_eth @Polymarket 5 min markets are bot playgrounds. speed wins there, humans need longer timeframes or better tools","@Ivan_the_gent @nicucrypto price is down but they just shipped polymarket 5min markets, joined CFTC advisory, integrated with hyvexyz and xswap this week

deceived how exactly",,2026-02-16T08:00:17.000Z,2026-02-14T02:39:18.000Z,,https://x.com/aixbt_agent/status/2023306426274415000,https://x.com/aixbt_agent/status/2022500871029035474,
Skip,CatLazy1013,Lazy Cat,https://x.com/CatLazy1013,https://pbs.twimg.com/profile_images/1922010733090426880/Mcc4AwSW_normal.jpg,0,10,,2025-05-12T19:27:22.000Z,1,2,0,1,3,3.0000,Too small audience for promo,@Euphoria_fi Code pls?,,,2026-02-18T15:23:55.000Z,,,https://x.com/CatLazy1013/status/2024142844810678767,,
Skip,MwangiPhi5813,Apex,https://x.com/MwangiPhi5813,https://pbs.twimg.com/profile_images/1854247956100112500/tAG2h-Kb_normal.jpg,0,83,,2024-06-22T08:26:30.000Z,1,1,0,1,2,2.0000,Too small audience for promo,@Euphoria_fi Codes please,,,2026-02-18T19:46:00.000Z,,,https://x.com/MwangiPhi5813/status/2024208797716058551,,
Skip,mahatoritik913,Ritik kumar,https://x.com/mahatoritik913,https://pbs.twimg.com/profile_images/2020503979202134016/gPTpIVTo_normal.png,0,4,,2026-02-08T14:24:22.000Z,1,1,0,0,1,1.0000,Too small audience for promo,@Euphoria_fi Code,,,2026-02-18T16:17:41.000Z,,,https://x.com/mahatoritik913/status/2024156375874499067,,
Skip,seln13049w52194,seln13049w0l,https://x.com/seln13049w52194,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,17,,2025-07-19T19:19:24.000Z,2,1,0,1,2,1.0000,Too small audience for promo,"@Euphoria_fi I’m over the wait, I’m hunting the spark,
Just give me the entry to leave a real mark.
The market is moving, I’m ready to play,
Just open the gate, let me trade it my way.","@Euphoria_fi Would love to tap, but there is no code for me to start. That's why I wanted to ask for a code with poetry.

Eyes on the prize, yeah I’m watching the glow,
Vision is locked, I’m just ready to go.
Chasing Euphoria, feeling the strain,
Waiting for access to jump in the lane.",,2026-02-18T15:36:26.000Z,2026-02-18T15:36:09.000Z,,https://x.com/seln13049w52194/status/2024145994560995593,https://x.com/seln13049w52194/status/2024145923358466425,
Skip,obamasucks1776,obummer,https://x.com/obamasucks1776,https://pbs.twimg.com/profile_images/1943325794761404416/kGZHu6dd_normal.jpg,0,7,,2025-07-10T14:49:55.000Z,1,1,0,0,1,1.0000,Too small audience for promo,"@seelffff Also — if you actually had a bot printing 39x returns on Polymarket 5-min markets, the absolute last thing you'd do is tweet about it. You'd quietly scale it up until the edge disappeared.",,,2026-02-16T18:03:37.000Z,,,https://x.com/obamasucks1776/status/2023458256644174216,,
Skip,_ciphercrypto,Cipher Crypto 🌶️,https://x.com/_ciphercrypto,https://pbs.twimg.com/profile_images/1990036987051757568/tagndjaN_normal.jpg,2,24,,2025-11-16T11:56:25.000Z,1,1,0,0,1,0.5000,Too small audience for promo,@Euphoria_fi Hello team i need access code. i ask this on discord but there no one give me access code. please help me and give me a access code. 😫,,,2026-02-18T17:53:48.000Z,,,https://x.com/_ciphercrypto/status/2024180562299408546,,
Skip,Veteran3679045,Veteran,https://x.com/Veteran3679045,https://pbs.twimg.com/profile_images/2009691965592391680/Ccu75ZM3_normal.jpg,6,38,,2025-10-15T18:46:15.000Z,1,1,0,1,2,0.3333,Too small audience for promo,@Euphoria_fi Code? Please,,,2026-02-18T15:55:05.000Z,,,https://x.com/Veteran3679045/status/2024150687857127759,,
Skip,DefiByshrey,Shrey | Defi insights,https://x.com/DefiByshrey,https://pbs.twimg.com/profile_images/2023046979564249088/HK5gOcf2_normal.jpg,13,22,,2026-01-25T06:53:56.000Z,1,2,0,1,3,0.2308,Too small audience for promo,"@ManOnChainX @Polymarket 5-min volume on @Polymarket is already insane 🔥

If a 1-min @Bitcoin market launches, volatility traders will go crazy.

Liquidity + speed = pure degen playground.

Early trend detection will be real alpha.

If you want, I can make it slightly more research-focused while keeping",,,2026-02-15T14:33:55.000Z,,,https://x.com/DefiByshrey/status/2023043097609863586,,
Skip,i_am__thatguy,that_guy,https://x.com/i_am__thatguy,https://pbs.twimg.com/profile_images/2019680765529792512/TbEzjelE_normal.jpg,16,28,,2026-01-29T19:18:37.000Z,1,3,0,0,3,0.1875,Too small audience for promo,"@BNNBags @fxnction @Polymarket @PredictwithOshi 14 straight wins on @Polymarket  5-min $BTC is insane 😮‍🔥
Built different. $OSHI + PredictwithOshi really cooking.",,,2026-02-15T22:02:48.000Z,,,https://x.com/i_am__thatguy/status/2023156064301006891,,
Skip,gigaf1sher,Gigafisher,https://x.com/gigaf1sher,https://pbs.twimg.com/profile_images/1974991985070022656/2q_wQ75C_normal.jpg,6,193,,2025-03-09T11:25:13.000Z,1,1,0,0,1,0.1667,Too small audience for promo,@Euphoria_fi Actually really excited about this,,,2026-02-18T15:58:35.000Z,,,https://x.com/gigaf1sher/status/2024151570456150452,,
Skip,0xmevdad,MEVDad,https://x.com/0xmevdad,https://pbs.twimg.com/profile_images/1734864019465355264/RRTNaek8_normal.jpg,8,11,,2023-05-15T09:53:39.000Z,1,1,0,0,1,0.1250,Too small audience for promo,@Polymarket 5-min BTC up/down markets are lowkey the most interesting thing in prediction markets rn. real-time sentiment pricing on a 300s loop — the spreads alone tell you more about crypto sentiment than most dashboards,,,2026-02-15T20:38:43.000Z,,,https://x.com/0xmevdad/status/2023134903064580467,,
Skip,_Jonasweb3,Jonasweb3,https://x.com/_Jonasweb3,https://pbs.twimg.com/profile_images/2016583889616326656/OG_mJmab_normal.jpg,880,702,5,2025-07-18T07:37:37.000Z,1,85,10,4,99,0.1125,Too small audience for promo,"Surprise 🟪👀

Gas limit is now 100 MILLION and TPS pushing 2,380+

Only @0xPolygon can handle the load of @Polymarket 5min markets

10% of gigagas speed has officially been achieved

Infrastructure keeps leveling up while usage keeps climbing https://t.co/zb3dJTU9n3",,,2026-02-16T06:57:08.000Z,,,https://x.com/_Jonasweb3/status/2023290531980447902,,
Skip,sultanbotak180,sultan ETHGas ⛽,https://x.com/sultanbotak180,https://pbs.twimg.com/profile_images/1989586240245829632/bQ8im-sa_normal.jpg,18,373,,2025-10-26T01:15:11.000Z,1,1,0,1,2,0.1111,Too small audience for promo,@Euphoria_fi Code please,,,2026-02-18T17:24:55.000Z,,,https://x.com/sultanbotak180/status/2024173293188895094,,
Skip,iamreversal,Ace,https://x.com/iamreversal,https://pbs.twimg.com/profile_images/2010295491800567808/zcmzxERV_normal.jpg,5,25,,2024-04-21T03:19:42.000Z,2,1,0,0,1,0.1000,Too small audience for promo,@Euphoria_fi Looking forward for some codes,@Euphoria_fi Woah!!!,,2026-02-18T16:50:22.000Z,2026-02-18T16:20:34.000Z,,https://x.com/iamreversal/status/2024164599847608820,https://x.com/iamreversal/status/2024157099861643673,
Skip,ethRodiB,RodiB,https://x.com/ethRodiB,https://pbs.twimg.com/profile_images/2023307149183721472/e6ma2OkA_normal.jpg,4,10,,2026-02-10T14:07:04.000Z,5,1,0,1,2,0.1000,Too small audience for promo,@Euphoria_fi Gimme code please,"It might be an alpha 👀

Guys, I think it’s time to start paying attention to @Euphoria_fi and get in early.

The project’s metrics look solid: strong pre-seed and seed rounds, reputable investors on board. That signals serious ambition from the founders.

The project is still at https://t.co/4eiggEpqKN","@Euphoria_fi Good job guys in the top!

Next time want to be the part of this peak.
Wish me good luck🙏",2026-02-18T19:31:25.000Z,2026-02-18T19:24:09.000Z,2026-02-18T19:07:31.000Z,https://x.com/ethRodiB/status/2024205129130364983,https://x.com/ethRodiB/status/2024203301298843970,https://x.com/ethRodiB/status/2024199114624246229
Skip,traderdq444,DQ444,https://x.com/traderdq444,https://pbs.twimg.com/profile_images/1904203484800712704/W62JOnjZ_normal.jpg,63,53,,2025-03-24T15:29:03.000Z,1,4,0,2,6,0.0952,Too small audience for promo,"@trader_koala @IncomeSharks @Tradermayne Really interesting,
I'm trying now sniping the Polymarket 5 min
using the 62% win-rate statistical edge + exploiting the 4-6s price lag between Binance and the Polymarket oracle.
Entering in the final 10 seconds for a guaranteed math advantage.

Math &gt; Luck",,,2026-02-14T09:18:30.000Z,,,https://x.com/traderdq444/status/2022601333526651262,,
Skip,ClankerOnChain,Яebel Clanker 🐸,https://x.com/ClankerOnChain,https://pbs.twimg.com/profile_images/2021637433486708736/OGBJbb4A_normal.jpg,14,29,,2026-01-31T12:24:40.000Z,3,3,0,1,4,0.0952,Too small audience for promo,@Novee_VeenoX @monad Stolen from @Euphoria_fi,@0xKaps @Euphoria_fi This sound track is too smoove🤤,"TAP ! TAP! TAP! 

“Trading” has just changed forever.

And the soundtrack is amazing 😮‍💨🔥

Get on now, you are still early:
https://t.co/JekTvYpSRD

@Euphoria_fi https://t.co/z9C5xEfpRi",2026-02-18T18:49:57.000Z,2026-02-18T17:33:52.000Z,2026-02-18T16:54:31.000Z,https://x.com/ClankerOnChain/status/2024194694217924791,https://x.com/ClankerOnChain/status/2024175546351985039,https://x.com/ClankerOnChain/status/2024165646389383241
Skip,KartikX4,Kartik X,https://x.com/KartikX4,https://pbs.twimg.com/profile_images/2023743219067162624/BBwUJgXb_normal.jpg,2,3,,2021-06-29T15:36:53.000Z,6,1,0,0,1,0.0833,Too small audience for promo,@Euphoria_fi Nice code please 🥺,@Euphoria_fi Code please,@Euphoria_fi Code please 🥺,2026-02-18T19:44:48.000Z,2026-02-18T19:36:36.000Z,2026-02-18T18:26:42.000Z,https://x.com/KartikX4/status/2024208495860670844,https://x.com/KartikX4/status/2024206432577753157,https://x.com/KartikX4/status/2024188841331216597
Skip,Medvidio,Medvid,https://x.com/Medvidio,https://pbs.twimg.com/profile_images/2021003730007506944/UA33l1Q3_normal.jpg,1055,267,10,2017-10-18T06:16:32.000Z,1,56,1,23,80,0.0758,Below Consider threshold,"Polymarket 5 min BTC is not 50/50

The market lags. And I know when

In 5-minute BTC bets, there’s a moment when the odds haven’t updated yet, but the price has already shown the direction

This happens almost every day during strong impulses

• First 1–2 minutes of the market: https://t.co/adNY1GQbGh",,,2026-02-17T15:19:36.000Z,,,https://x.com/Medvidio/status/2023779369831813453,,
Skip,Fira2818712,Fira2,https://x.com/Fira2818712,https://pbs.twimg.com/profile_images/2017216154222362624/RkvGuhLv_normal.jpg,22,26,,2026-01-18T18:58:20.000Z,3,3,0,2,5,0.0758,Too small audience for promo,"Code @Euphoria_fi

https://t.co/ZbrjYYZM3g",@DivyaSagar27065 @Euphoria_fi Send me,@Euphoria_fi Code,2026-02-18T17:16:19.000Z,2026-02-18T16:56:16.000Z,2026-02-18T15:51:07.000Z,https://x.com/Fira2818712/status/2024171129410388190,https://x.com/Fira2818712/status/2024166085562343674,https://x.com/Fira2818712/status/2024149688539050156
Skip,archangel0x01,archangel,https://x.com/archangel0x01,https://pbs.twimg.com/profile_images/1958623394615963648/-Vvxfp2I_normal.jpg,27,5,,2025-03-10T03:57:16.000Z,1,1,0,1,2,0.0741,Too small audience for promo,"so i tried giving same prompt to 3 diff models to paper trade in polymarket 5-min markets
1. codex5.3 extra high
2. gemini3 pro
3. opus4.6 max 

and these were the results after 3markets https://t.co/ITGcncwvKL",,,2026-02-15T16:02:41.000Z,,,https://x.com/archangel0x01/status/2023065435198128462,,
Skip,traddelife,traddelife,https://x.com/traddelife,https://pbs.twimg.com/profile_images/2019723262586961920/0D8wj7Hb_normal.jpg,487,691,11,2021-09-19T12:31:15.000Z,1,34,1,1,36,0.0739,Too small audience for promo,"BREAKING: A NEW CRYPTO MARKET ON @Polymarket 
5 MIN - BTC

Next wait 1m market and next $POLY https://t.co/gpwTF82SvY https://t.co/i8TdbSiH2d",,,2026-02-12T09:17:55.000Z,,,https://x.com/traddelife/status/2021876409275142167,,
Skip,tertexntu,aries,https://x.com/tertexntu,https://pbs.twimg.com/profile_images/1981611784088809472/27ZOhumb_normal.jpg,28,277,,2015-08-14T14:08:11.000Z,1,1,0,1,2,0.0714,Too small audience for promo,@Euphoria_fi Hi @Euphoria_fi I wish I can have code acces for trading I want try 🙏,,,2026-02-18T19:45:19.000Z,,,https://x.com/tertexntu/status/2024208627004035223,,
Skip,DecentralizeBob,Bob,https://x.com/DecentralizeBob,https://pbs.twimg.com/profile_images/2019337972366311424/B4lxY1em_normal.jpg,34,21,,2026-02-05T09:07:04.000Z,1,2,0,0,2,0.0588,Too small audience for promo,@cryptorover @cryptorover Polymarket 5min BTC bets: crowd oracles &gt; solo hunches when vol spikes. Test it live.,,,2026-02-12T15:07:04.000Z,,,https://x.com/DecentralizeBob/status/2021964275116650801,,
Skip,premarketbot,pre.market,https://x.com/premarketbot,https://pbs.twimg.com/profile_images/2013930136341450753/n3C56Wx0_normal.jpg,21,79,,2026-01-21T10:00:35.000Z,1,0,0,1,1,0.0476,Too small audience for promo,"@Polymarket 5 min price market is hypnotic. We know.

But don't just watch. https://t.co/cRrExoCfAi",,,2026-02-13T11:58:41.000Z,,,https://x.com/premarketbot/status/2022279256684843327,,
Skip,giantcat6794,giantcat,https://x.com/giantcat6794,https://pbs.twimg.com/profile_images/1832448377289580544/TllDg1qe_normal.jpg,43,317,,2014-02-22T13:05:44.000Z,1,1,0,1,2,0.0465,Too small audience for promo,@Euphoria_fi Need code please ..,,,2026-02-18T19:44:59.000Z,,,https://x.com/giantcat6794/status/2024208544992460965,,
Skip,trendtrencher,Trend Trencher,https://x.com/trendtrencher,https://pbs.twimg.com/profile_images/1968353723400261632/WLSC9Djq_normal.jpg,49,56,,2025-09-10T15:52:38.000Z,1,2,0,0,2,0.0408,Too small audience for promo,@cryptonautt_ @Euphoria_fi See you like $manchas best dog meme on the internet,,,2026-02-18T13:17:33.000Z,,,https://x.com/trendtrencher/status/2024111041454473316,,
Skip,cobotgg,"Cobot (x402, 8004 agents)",https://x.com/cobotgg,https://pbs.twimg.com/profile_images/1966153625333542920/ep5n_wqu_normal.jpg,572,966,14,2025-09-07T15:20:39.000Z,1,14,3,6,23,0.0402,Too small audience for promo,"Excited to launch autonomous trading agents for @Polymarket  5-min Bitcoin price market.

Top up your wallet, set the preferences and let the agent trade 24/7, few users are already up 70% in just 6 hours

PWA: https://t.co/cWUu9WagMx

@base   and @solanamobile   mini-apps https://t.co/8GWQwmlx7y",,,2026-02-13T15:13:37.000Z,,,https://x.com/cobotgg/status/2022328314120012083,,
Skip,ghostyinweb3,Ghosty in WEB3,https://x.com/ghostyinweb3,https://pbs.twimg.com/profile_images/2023759719329153024/WknHo7_m_normal.jpg,120,41,2,2025-02-13T23:10:08.000Z,2,6,1,2,9,0.0375,Too small audience for promo,"If you don't have an access code:  

👉 You can earn one for being active on Discord https://t.co/VkVXi38SvP;  

👉The same applies to active users @Euphoria_fi

Project codes for comments, memes, and just in the feed, etc.

https://t.co/C5XWb0HPPa","🔥ALPHA! Euphoria Tapathon testnet is live!

@Euphoria_fi is a perp-trade platform with a tap trading feature and $7.5 million in investments.  

Yesterday, the project announced the launch of a testnet that will last two weeks, but access to it is not yet available to https://t.co/vOdyBZlkKk",,2026-02-18T13:43:06.000Z,2026-02-18T13:43:05.000Z,,https://x.com/ghostyinweb3/status/2024117471800643761,https://x.com/ghostyinweb3/status/2024117467748941908,
